"# Sensor Name: internal_sensor, Pin: 9, InfluxDB Org: thz_lab, InfluxDB Bucket: sensor_data"
date,time,temperature,humidity
2025-04-24,00:00:16,21.4,48.3
2025-04-24,00:00:49,21.4,48.3
2025-04-24,00:01:16,21.4,48.3
2025-04-24,00:01:46,21.4,48.3
2025-04-24,00:02:16,21.4,48.3
2025-04-24,00:02:46,21.4,48.3
2025-04-24,00:03:16,21.5,48.3
2025-04-24,00:03:46,21.4,48.3
2025-04-24,00:04:16,21.4,48.3
2025-04-24,00:04:46,21.4,48.3
2025-04-24,00:05:19,21.4,48.3
2025-04-24,00:05:49,21.4,48.3
2025-04-24,00:06:16,21.4,48.3
2025-04-24,00:06:46,21.4,48.3
2025-04-24,00:07:19,21.4,48.3
2025-04-24,00:07:46,21.4,48.3
2025-04-24,00:08:16,21.4,48.3
2025-04-24,00:08:46,21.4,48.3
2025-04-24,00:09:16,21.4,48.3
2025-04-24,00:09:46,21.4,48.3
2025-04-24,00:10:16,21.4,48.3
2025-04-24,00:10:49,21.4,48.3
2025-04-24,00:11:16,21.4,48.3
2025-04-24,00:11:46,21.4,48.3
2025-04-24,00:12:16,21.4,48.3
2025-04-24,00:12:46,21.4,48.3
2025-04-24,00:13:16,21.4,48.2
2025-04-24,00:13:46,21.4,48.3
2025-04-24,00:14:16,21.4,48.3
2025-04-24,00:14:46,21.4,48.3
2025-04-24,00:15:16,21.4,48.3
2025-04-24,00:15:46,21.4,48.3
2025-04-24,00:16:16,21.4,48.3
2025-04-24,00:16:46,21.4,48.2
2025-04-24,00:17:16,21.4,48.3
2025-04-24,00:17:46,21.4,48.2
2025-04-24,00:18:16,21.4,48.3
2025-04-24,00:18:46,21.4,48.3
2025-04-24,00:19:16,21.4,48.3
2025-04-24,00:19:46,21.4,48.2
2025-04-24,00:20:16,21.4,48.3
2025-04-24,00:20:46,21.4,48.2
2025-04-24,00:21:16,21.4,48.2
2025-04-24,00:21:46,21.4,48.2
2025-04-24,00:22:16,21.4,48.3
2025-04-24,00:22:46,21.4,48.2
2025-04-24,00:23:16,21.4,48.2
2025-04-24,00:23:46,21.4,48.2
2025-04-24,00:24:16,21.4,48.2
2025-04-24,00:24:46,21.4,48.3
2025-04-24,00:25:16,21.4,48.2
2025-04-24,00:25:46,21.4,48.2
2025-04-24,00:26:16,21.4,48.2
2025-04-24,00:26:46,21.4,48.2
2025-04-24,00:27:16,21.4,48.2
2025-04-24,00:27:46,21.4,48.2
2025-04-24,00:28:16,21.4,48.2
2025-04-24,00:28:46,21.4,48.2
2025-04-24,00:29:16,21.4,48.2
2025-04-24,00:29:46,21.4,48.2
2025-04-24,00:30:16,21.4,48.2
2025-04-24,00:30:46,21.4,48.2
2025-04-24,00:31:19,21.4,48.2
2025-04-24,00:31:46,21.4,48.2
2025-04-24,00:32:16,21.4,48.2
2025-04-24,00:32:46,21.4,48.2
2025-04-24,00:33:16,21.4,48.2
2025-04-24,00:33:46,21.4,48.2
2025-04-24,00:34:16,21.4,48.2
2025-04-24,00:34:46,21.4,48.2
2025-04-24,00:35:16,21.4,48.2
2025-04-24,00:35:46,21.4,48.2
2025-04-24,00:36:16,21.4,48.2
2025-04-24,00:36:49,21.4,48.2
2025-04-24,00:37:16,21.4,48.1
2025-04-24,00:37:46,21.4,48.2
2025-04-24,00:38:19,21.4,48.1
2025-04-24,00:38:49,21.4,48.1
2025-04-24,00:39:16,21.5,48.1
2025-04-24,00:39:46,21.4,48.2
2025-04-24,00:40:16,21.4,48.2
2025-04-24,00:40:49,21.4,48.2
2025-04-24,00:41:16,21.4,48.2
2025-04-24,00:41:46,21.4,48.2
2025-04-24,00:42:16,21.4,48.2
2025-04-24,00:42:46,21.4,48.2
2025-04-24,00:43:16,21.4,48.2
2025-04-24,00:43:46,21.4,48.2
2025-04-24,00:44:19,21.4,48.1
2025-04-24,00:44:46,21.4,48.1
2025-04-24,00:45:16,21.4,48.2
2025-04-24,00:45:46,21.4,48.2
2025-04-24,00:46:16,21.4,48.1
