"# Sensor Name: internal_sensor, Pin: 9, InfluxDB Org: thz_lab, InfluxDB Bucket: sensor_data"
date,time,temperature,humidity
2025-04-07,15:49:29,26.8,33.7
2025-04-07,15:49:59,26.7,31.8
2025-04-07,15:50:29,26.3,31.4
2025-04-07,15:50:59,25.9,32.1
2025-04-07,15:51:29,27.0,96.3
2025-04-07,15:51:59,26.4,89.3
2025-04-07,15:52:29,26.0,76.8
2025-04-07,15:52:59,25.9,39.2
2025-04-07,15:53:29,25.7,35.6
2025-04-07,15:53:59,25.6,34.4
2025-04-07,15:54:29,25.4,34.1
2025-04-07,15:54:59,25.2,33.9
2025-04-07,15:55:29,25.1,33.5
2025-04-07,15:55:59,25.1,33.4
2025-04-07,15:56:29,25.0,33.0
2025-04-07,15:56:59,24.9,33.4
2025-04-07,15:57:29,24.9,33.3
2025-04-07,15:57:59,24.8,33.4
2025-04-07,15:58:29,24.7,33.2
2025-04-07,15:58:59,24.7,33.3
2025-04-07,15:59:29,24.6,33.2
2025-04-07,15:59:59,24.6,33.4
