"# Sensor Name: internal_sensor, Pin: 9, InfluxDB Org: thz_lab, InfluxDB Bucket: sensor_data"
date,time,temperature,humidity
2025-06-11,00:00:25,21.2,52.4
2025-06-11,00:00:55,21.2,52.4
2025-06-11,00:01:25,21.2,52.4
2025-06-11,00:01:55,21.2,52.4
2025-06-11,00:02:25,21.2,52.4
2025-06-11,00:02:55,21.2,52.4
2025-06-11,00:03:25,21.2,52.4
2025-06-11,00:03:55,21.2,52.4
2025-06-11,00:04:25,21.2,52.4
2025-06-11,00:04:55,21.2,52.4
2025-06-11,00:05:25,21.2,52.4
2025-06-11,00:05:55,21.2,52.4
2025-06-11,00:06:25,21.2,52.4
2025-06-11,00:06:55,21.2,52.4
2025-06-11,00:07:25,21.2,52.4
2025-06-11,00:07:55,21.2,52.4
2025-06-11,00:08:27,21.2,52.4
2025-06-11,00:08:55,21.2,52.4
2025-06-11,00:09:25,21.2,52.4
2025-06-11,00:09:55,21.2,52.4
2025-06-11,00:10:25,21.2,52.4
2025-06-11,00:10:55,21.2,52.4
2025-06-11,00:11:25,21.2,52.4
2025-06-11,00:11:55,21.2,52.4
2025-06-11,00:12:25,21.2,52.4
2025-06-11,00:12:55,21.2,52.4
2025-06-11,00:13:25,21.2,52.4
2025-06-11,00:13:55,21.2,52.5
2025-06-11,00:14:25,21.2,52.4
2025-06-11,00:14:55,21.2,52.4
2025-06-11,00:15:25,21.2,52.4
2025-06-11,00:15:55,21.2,52.4
2025-06-11,00:16:25,21.2,52.4
2025-06-11,00:16:55,21.2,52.4
2025-06-11,00:17:25,21.2,52.4
2025-06-11,00:17:55,21.2,52.4
2025-06-11,00:18:25,21.2,52.4
2025-06-11,00:18:57,21.2,52.5
2025-06-11,00:19:25,21.2,52.4
2025-06-11,00:19:55,21.2,52.4
